Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Festival,City,Time_taken (min),distance
35.0,4.7,Cloudy,Low,2,1.0,0.0,Metropolitian,17,3.105364544907298
31.0,4.6,Windy,Jam,0,0.0,0.0,Metropolitian,35,7.651064458530381
37.0,4.7,Sunny,Jam,2,1.0,0.0,Metropolitian,16,4.53754359959467
23.0,4.9,Sandstorms,Low,1,1.0,0.0,,18,7.562267471532845
37.0,4.3,Fog,Jam,1,2.0,0.0,Urban,34,9.26469640391466
32.0,4.9,Cloudy,Medium,0,0.0,0.0,Metropolitian,41,19.76009151967568
30.0,4.7,Cloudy,Low,2,1.0,0.0,Metropolitian,17,1.5137675617888628
29.0,4.7,Sandstorms,Low,2,1.0,0.0,Metropolitian,14,13.409462339213029
27.0,4.6,Fog,Low,2,1.0,0.0,Metropolitian,29,12.43559785554022
29.0,4.7,Sandstorms,Jam,2,1.0,0.0,Metropolitian,15,20.176811965426136
28.0,4.2,Stormy,Low,0,1.0,0.0,Metropolitian,16,4.66331041671685
24.0,4.5,Sandstorms,Low,0,1.0,0.0,Urban,18,10.565032566504131
38.0,4.9,Windy,Jam,2,1.0,0.0,Metropolitian,29,8.988056602876522
21.0,4.9,Windy,Low,1,0.0,0.0,Urban,10,3.0736184684147863
25.0,4.7,Fog,Low,2,0.0,0.0,Urban,28,16.72197157113495
35.0,4.7,Sandstorms,Low,0,,0.0,Metropolitian,23,10.683789736660016
34.0,4.9,Fog,Low,0,1.0,0.0,Metropolitian,24,3.020144294382319
27.0,4.5,Sandstorms,Jam,0,1.0,0.0,Metropolitian,17,4.560903158461033
33.0,4.9,Sandstorms,Low,2,1.0,0.0,Urban,25,12.435689047425509
39.0,4.7,Sandstorms,Jam,0,0.0,0.0,Urban,38,19.91554755152054
35.0,4.6,Sunny,High,1,0.0,0.0,Metropolitian,15,6.209141643213009
39.0,4.2,Fog,High,1,0.0,0.0,Metropolitian,36,6.081440797008078
24.0,4.7,Sandstorms,Low,0,1.0,0.0,Urban,21,10.428102699087152
25.0,4.7,Windy,Jam,2,1.0,0.0,Metropolitian,18,4.674172124263269
33.0,4.7,Cloudy,Medium,2,2.0,0.0,Metropolitian,41,19.472033277853686
22.0,4.8,Fog,Jam,1,0.0,0.0,Metropolitian,39,13.788169484007303
22.0,4.6,Sunny,Medium,1,,0.0,Metropolitian,16,4.471739409979227
39.0,4.7,Sandstorms,Jam,0,1.0,0.0,Metropolitian,41,13.786698988713738
26.0,4.7,Fog,High,0,1.0,0.0,Metropolitian,23,1.52035659617055
34.0,4.0,Windy,Medium,2,1.0,0.0,Urban,34,4.560961191343599
23.0,4.8,Cloudy,Low,0,1.0,0.0,Urban,15,9.177683834695673
37.0,4.9,Cloudy,Medium,2,0.0,0.0,Urban,15,7.772241951547949
21.0,4.8,Sandstorms,Medium,0,1.0,0.0,Metropolitian,22,12.161009703058534
36.0,4.6,Fog,Medium,1,,0.0,Urban,16,9.055525276451307
34.0,4.5,Fog,Jam,0,2.0,0.0,Metropolitian,43,12.484590809975488
34.0,4.1,Cloudy,High,1,0.0,0.0,Metropolitian,35,1.5322015943257514
25.0,4.5,Fog,Medium,0,0.0,0.0,Metropolitian,32,10.64140776322114
35.0,4.5,Fog,Jam,2,1.0,0.0,Metropolitian,27,4.663432062512584
29.0,4.7,Windy,Low,1,0.0,0.0,Metropolitian,10,3.018883117682491
31.0,4.8,Sunny,Jam,1,1.0,0.0,Metropolitian,21,19.97528686238852
34.0,4.8,Cloudy,Jam,1,0.0,0.0,Metropolitian,26,4.610613705052656
33.0,4.3,Stormy,High,0,1.0,0.0,Metropolitian,33,6.037605711784208
22.0,5.0,Fog,Low,1,1.0,0.0,Metropolitian,26,16.637054384885012
39.0,4.6,Windy,Jam,1,1.0,0.0,Metropolitian,33,4.561152427256372
20.0,4.9,Stormy,Jam,0,0.0,0.0,Metropolitian,30,9.327055824816654
33.0,4.7,Stormy,Low,0,1.0,0.0,,21,13.735884617704636
25.0,4.6,Windy,Low,2,1.0,0.0,Metropolitian,16,1.5147873459323735
36.0,4.8,Fog,Medium,2,1.0,0.0,Metropolitian,43,10.72465156807538
20.0,4.8,Stormy,Medium,2,1.0,0.0,Metropolitian,26,12.100108934661812
34.0,4.7,Sandstorms,Low,2,1.0,0.0,Metropolitian,27,3.029559739500528
31.0,3.8,Stormy,Jam,1,1.0,0.0,Urban,44,16.83046129455743
32.0,4.5,Windy,Low,0,1.0,0.0,Urban,26,3.064398872055142
35.0,4.1,Sandstorms,Medium,0,1.0,0.0,Metropolitian,40,12.256687342592269
22.0,4.7,Sunny,Jam,0,0.0,0.0,Metropolitian,24,13.989473698864703
21.0,4.7,Sandstorms,Low,1,1.0,0.0,Urban,19,16.388699354723066
23.0,4.6,Cloudy,Medium,0,1.0,0.0,Urban,39,16.381598593369365
29.0,4.5,Fog,Low,0,1.0,0.0,Metropolitian,22,3.0585736588579726
34.0,4.5,Windy,Low,1,1.0,0.0,,20,1.4901739564930154
23.0,4.7,Sandstorms,Jam,2,1.0,0.0,Metropolitian,24,16.822155609317257
38.0,4.2,Windy,Low,0,1.0,0.0,Metropolitian,31,7.60180033473793
28.0,4.6,Stormy,Medium,1,1.0,0.0,Metropolitian,24,4.587980157997101
22.0,5.0,Fog,Jam,2,1.0,0.0,Metropolitian,44,12.43525673518922
35.0,4.6,Cloudy,High,0,1.0,0.0,Metropolitian,29,1.5322647895213353
20.0,4.5,Fog,Medium,2,0.0,0.0,Metropolitian,29,17.07269000033606
36.0,4.8,Sunny,Jam,1,1.0,0.0,Metropolitian,15,12.074047498027577
26.0,4.8,Stormy,Low,1,0.0,0.0,Metropolitian,15,9.081862277228876
28.0,4.8,Sunny,Medium,2,1.0,0.0,Metropolitian,15,13.762754362295334
20.0,4.6,Windy,Jam,2,0.0,0.0,Metropolitian,23,4.663772762376294
36.0,4.8,Sunny,Low,2,0.0,,Metropolitian,11,7.563061700786155
33.0,4.8,Windy,Low,1,1.0,0.0,Metropolitian,27,7.562982485200133
33.0,5.0,Fog,Low,0,1.0,0.0,Metropolitian,21,1.5101672504865264
23.0,4.6,Windy,Low,1,0.0,0.0,Urban,19,7.546888128063204
31.0,4.6,Cloudy,Jam,2,1.0,0.0,Urban,27,9.315729044609784
24.0,4.8,Fog,Medium,1,1.0,0.0,Urban,15,9.177805335295874
39.0,3.8,Sunny,Jam,2,1.0,0.0,Metropolitian,32,19.088419909008497
31.0,4.9,Windy,Low,1,1.0,0.0,Metropolitian,24,3.0736169345596607
38.0,4.7,Sunny,Jam,1,1.0,0.0,Metropolitian,21,4.587980157997101
22.0,4.9,Fog,Low,1,0.0,0.0,Urban,29,10.641604779432296
29.0,5.0,Sunny,High,1,0.0,0.0,Urban,10,3.025059809277375
36.0,5.0,Stormy,Jam,2,1.0,0.0,Metropolitian,30,8.987809183517259
22.0,4.8,Stormy,Low,1,1.0,0.0,Urban,10,7.772429015118234
32.0,4.9,Fog,Low,0,1.0,0.0,Urban,21,3.0184094452114865
38.0,4.6,Windy,Low,2,1.0,0.0,Metropolitian,29,3.1045718665451782
34.0,4.4,Stormy,Jam,1,0.0,0.0,Metropolitian,42,13.990192142064847
34.0,3.8,Stormy,Jam,2,1.0,1.0,Urban,43,13.788747286078188
24.0,4.7,Cloudy,High,1,1.0,0.0,,22,6.208989450210038
38.0,4.6,Windy,Low,0,1.0,0.0,Urban,28,16.903050893204163
25.0,5.0,Stormy,Low,2,1.0,0.0,Metropolitian,17,9.316114128266731
23.0,4.9,Fog,Medium,0,1.0,0.0,Urban,35,13.681590426854768
22.0,5.0,Cloudy,Jam,0,1.0,0.0,Metropolitian,38,12.464329547626274
36.0,4.9,Cloudy,High,2,1.0,0.0,Metropolitian,30,3.025149285677504
24.0,4.5,Windy,Jam,2,1.0,0.0,Metropolitian,26,12.073616371381318
26.0,4.6,Sunny,High,1,0.0,0.0,Metropolitian,18,6.080888252609821
25.0,4.7,Fog,Jam,0,0.0,0.0,Metropolitian,47,10.868667520702992
20.0,4.9,Sunny,Jam,1,0.0,0.0,Urban,10,19.976746466954737
25.0,4.9,Cloudy,Medium,2,0.0,0.0,Urban,10,4.596439723177665
22.0,4.7,Windy,Medium,2,0.0,0.0,Urban,27,10.906379374468557
21.0,4.5,Sunny,High,0,2.0,1.0,Metropolitian,52,6.049956259946466
25.0,5.0,Cloudy,Medium,1,0.0,0.0,Urban,17,5.958963420481106
25.0,4.5,Fog,Low,1,1.0,0.0,Metropolitian,16,1.5204319193295497
24.0,5.0,Sandstorms,High,1,1.0,0.0,Urban,18,2.979626518993123
37.0,4.7,Stormy,Jam,2,1.0,0.0,Metropolitian,30,8.938588654178497
28.0,5.0,Fog,Medium,2,1.0,0.0,Urban,17,6.147160558529004
28.0,4.8,Fog,Low,0,0.0,0.0,Metropolitian,15,3.1162485097900614
24.0,4.7,Cloudy,Medium,2,1.0,0.0,Urban,16,4.663439017652667
20.0,4.9,Cloudy,Jam,0,1.0,0.0,Metropolitian,37,16.72211869180285
32.0,4.9,Sandstorms,Jam,2,1.0,0.0,Metropolitian,32,7.761726486394523
26.0,4.6,Cloudy,Low,2,0.0,0.0,Urban,22,10.602504075104976
30.0,4.4,Stormy,Medium,2,1.0,0.0,Metropolitian,39,13.989916877275611
33.0,4.4,Sandstorms,High,0,1.0,0.0,Metropolitian,44,3.0600204990367312
26.0,4.6,Fog,Low,0,1.0,0.0,Metropolitian,21,16.78781488208179
24.0,4.6,Fog,Jam,0,1.0,0.0,Urban,29,4.469166522803337
27.0,5.0,Cloudy,Medium,2,1.0,,Metropolitian,13,9.313347514768024
38.0,4.9,Fog,Jam,0,3.0,1.0,Metropolitian,46,13.184333425018211
20.0,4.5,Cloudy,Low,2,1.0,0.0,Urban,15,1.514793721388757
31.0,4.2,Cloudy,Jam,1,1.0,0.0,Metropolitian,37,10.866277692518308
32.0,5.0,Fog,Jam,2,2.0,1.0,Urban,39,4.588898780683796
21.0,4.0,Sandstorms,Jam,0,1.0,0.0,Metropolitian,35,13.789707457540985
24.0,4.6,Windy,Jam,1,0.0,0.0,Metropolitian,25,4.464795317864735
24.0,4.4,Stormy,High,0,1.0,0.0,Metropolitian,35,3.1091253358399578
37.0,4.9,Sandstorms,High,1,1.0,0.0,Urban,27,6.080888252609821
37.0,4.8,Sunny,Jam,2,1.0,0.0,Urban,19,10.880991591395228
22.0,4.9,Windy,Low,1,1.0,0.0,Metropolitian,17,1.5203728379727393
31.0,4.8,Cloudy,Medium,2,1.0,0.0,Metropolitian,31,13.97175990042474
30.0,5.0,Sunny,High,0,1.0,0.0,Metropolitian,29,6.146622187550208
37.0,4.9,Sunny,Low,2,1.0,0.0,Metropolitian,25,16.721288103917214
23.0,4.9,Fog,Jam,1,1.0,0.0,Urban,28,4.560890658020926
20.0,4.5,Stormy,Low,2,1.0,0.0,Urban,11,9.12108977493757
38.0,4.4,Stormy,Medium,1,1.0,0.0,Urban,33,4.469154959264031
27.0,4.7,Sunny,Jam,1,1.0,0.0,Urban,15,20.20729968887068
38.0,4.5,Sunny,Medium,2,1.0,0.0,Urban,18,16.59765942033505
39.0,5.0,Windy,Low,2,0.0,0.0,Metropolitian,16,19.617573744443128
29.0,4.5,Sandstorms,Low,1,0.0,0.0,Metropolitian,11,16.852834881460105
28.0,4.5,Fog,Medium,1,0.0,0.0,Metropolitian,14,9.055981117924205
35.0,4.6,Fog,Low,0,1.0,0.0,Urban,25,1.552560983126433
29.0,4.8,Fog,Low,0,,0.0,Urban,23,1.5204319193295497
37.0,4.8,Sunny,Medium,0,0.0,0.0,Metropolitian,22,9.081270101191445
28.0,4.9,Sandstorms,High,2,0.0,0.0,Urban,12,6.175632572234687
30.0,4.7,Cloudy,Low,0,1.0,0.0,Urban,20,3.05960707159485
30.0,4.5,Sunny,Medium,0,1.0,0.0,Metropolitian,29,5.9690346942813095
31.0,3.5,Stormy,Jam,2,1.0,1.0,Metropolitian,39,10.906412696832646
20.0,4.9,Windy,Low,0,1.0,0.0,Metropolitian,22,20.181059137197774
23.0,4.6,Windy,Medium,2,1.0,0.0,Metropolitian,25,10.641490945494407
28.0,4.6,Fog,High,0,0.0,0.0,Metropolitian,21,3.121378243248519
36.0,4.6,Sunny,Jam,1,1.0,0.0,Metropolitian,21,13.413644078076244
27.0,4.8,Cloudy,Jam,0,1.0,0.0,Metropolitian,45,12.079324698379557
23.0,4.7,Fog,Low,1,1.0,0.0,Urban,12,1.552293346166142
39.0,3.7,Cloudy,Low,2,1.0,0.0,Metropolitian,39,20.887611087467715
23.0,4.9,Cloudy,Low,2,1.0,0.0,Metropolitian,17,2.979750394372844
36.0,4.1,Stormy,Low,0,1.0,0.0,Metropolitian,32,3.1089836948124367
26.0,4.8,Windy,Low,1,0.0,0.0,Metropolitian,14,3.060475538709063
28.0,4.5,Windy,Low,1,0.0,0.0,Metropolitian,16,7.771834302405086
32.0,3.6,Windy,Jam,1,1.0,0.0,Metropolitian,39,19.88336063154585
27.0,4.9,Cloudy,Medium,1,1.0,0.0,Metropolitian,31,10.564409665969963
26.0,4.8,Sandstorms,Medium,1,1.0,0.0,Urban,29,7.448298968601334
29.0,4.8,Windy,Jam,1,1.0,0.0,Urban,29,7.761350404897231
33.0,4.7,Fog,Medium,2,0.0,0.0,Metropolitian,17,9.074684164326316
21.0,4.7,Windy,Low,1,0.0,0.0,Metropolitian,18,1.5366213355982792
36.0,3.7,Stormy,Jam,1,1.0,0.0,Metropolitian,42,13.762197002525635
34.0,4.9,Cloudy,Medium,2,1.0,1.0,Metropolitian,44,12.419709768770852
34.0,4.6,Fog,Jam,0,2.0,0.0,Metropolitian,40,12.435204072231338
32.0,4.7,Windy,Low,0,1.0,0.0,Urban,29,19.890514223034963
23.0,4.9,Windy,Jam,0,1.0,0.0,Urban,30,9.054602228168925
25.0,4.9,Fog,Jam,0,1.0,0.0,Metropolitian,41,10.757014337994882
35.0,5.0,Cloudy,High,1,1.0,0.0,Metropolitian,29,1.5293705867132354
24.0,5.0,Sandstorms,Jam,1,1.0,0.0,Metropolitian,24,7.450185408246092
25.0,5.0,Stormy,Low,2,0.0,0.0,Metropolitian,10,8.952838725882883
35.0,4.2,Fog,High,0,1.0,0.0,Metropolitian,34,1.532276469519439
29.0,5.0,Sunny,Medium,2,0.0,0.0,Metropolitian,17,6.210045163136143
28.0,4.9,Stormy,High,0,1.0,0.0,Metropolitian,22,1.5300320235211
20.0,4.7,Fog,Low,0,1.0,0.0,Metropolitian,24,19.08879397718296
36.0,4.9,Stormy,Low,1,1.0,0.0,Metropolitian,29,7.683253857182166
30.0,5.0,Sunny,Jam,0,0.0,0.0,Metropolitian,38,12.46519913944678
24.0,4.9,Windy,Low,1,1.0,0.0,Urban,19,7.601870282547478
34.0,4.7,Sunny,High,1,1.0,0.0,Urban,22,6.118471180690497
30.0,4.6,Sunny,Jam,1,1.0,0.0,Metropolitian,21,7.6016147383215875
39.0,5.0,Windy,Medium,2,1.0,0.0,Urban,31,9.179538450826046
39.0,4.0,Sandstorms,Medium,0,0.0,0.0,Metropolitian,45,10.590448391072323
30.0,5.0,Cloudy,Low,0,1.0,0.0,Metropolitian,22,3.104556052438096
34.0,4.9,Sandstorms,Jam,1,1.0,0.0,Metropolitian,29,13.58258356489648
27.0,4.9,Stormy,Jam,1,0.0,0.0,Metropolitian,20,4.66364460686909
32.0,4.7,Cloudy,Low,0,0.0,0.0,Metropolitian,20,1.536836906549953
25.0,5.0,Sunny,Low,1,1.0,0.0,Metropolitian,27,16.635820545592292
24.0,4.7,Windy,Low,1,0.0,0.0,Metropolitian,12,13.787603106955784
39.0,4.9,Fog,Jam,0,2.0,0.0,Metropolitian,47,10.867366120252033
25.0,4.7,Cloudy,Jam,1,1.0,0.0,Metropolitian,22,4.579040250041773
33.0,4.7,Windy,High,0,1.0,0.0,Metropolitian,47,6.116387229265562
38.0,4.2,Sandstorms,Medium,1,1.0,0.0,Metropolitian,36,16.72060564152958
30.0,4.7,Windy,High,0,2.0,0.0,Metropolitian,35,6.118471180690497
21.0,4.6,Windy,Jam,0,1.0,0.0,Metropolitian,33,7.76260023979039
28.0,4.6,Sandstorms,High,2,1.0,0.0,Metropolitian,12,1.5581398113186735
36.0,4.9,Sunny,Low,1,1.0,0.0,Metropolitian,24,12.098761963862447
27.0,4.6,Sunny,Medium,1,0.0,0.0,Metropolitian,19,6.128639386843045
36.0,4.1,Stormy,Jam,2,1.0,0.0,Metropolitian,36,13.97121661678327
23.0,4.2,Sandstorms,Medium,0,1.0,0.0,Urban,31,12.074056378231194
32.0,4.6,Stormy,Medium,0,1.0,0.0,Metropolitian,25,5.958771662511523
31.0,4.8,Cloudy,Low,1,1.0,0.0,Metropolitian,15,1.5147814055665174
26.0,4.8,Sandstorms,High,2,0.0,0.0,Metropolitian,12,6.037557938329101
38.0,4.7,Fog,Jam,0,1.0,0.0,Metropolitian,43,16.72253446733555
23.0,4.7,Stormy,Jam,2,1.0,0.0,Urban,26,7.772039544673178
20.0,4.8,Stormy,Low,1,0.0,0.0,Metropolitian,11,13.972123977178622
21.0,4.5,Fog,Low,2,1.0,0.0,Metropolitian,13,1.5322885596942126
31.0,5.0,Cloudy,Low,1,1.0,0.0,Metropolitian,25,10.707006464770936
28.0,4.6,Windy,Medium,0,0.0,0.0,Metropolitian,39,20.180911382710004
22.0,4.7,Sandstorms,Medium,2,1.0,0.0,Metropolitian,21,4.674341511234465
38.0,4.5,Sandstorms,Jam,2,0.0,0.0,Metropolitian,36,19.975696041451314
34.0,4.9,Sunny,Medium,1,1.0,0.0,Metropolitian,26,10.88036428627722
25.0,4.6,Windy,Jam,1,1.0,0.0,Urban,22,4.464808750409879
27.0,4.6,Fog,Medium,0,0.0,0.0,Metropolitian,32,12.10015723816894
20.0,4.7,Stormy,Medium,1,1.0,0.0,Urban,25,4.540565975649032
29.0,4.5,Windy,Jam,1,1.0,0.0,Metropolitian,15,19.615926964388624
22.0,3.7,Sunny,Jam,0,1.0,1.0,Metropolitian,42,7.631520637738293
31.0,4.9,Windy,Low,1,0.0,0.0,Metropolitian,25,3.0295383085102507
24.0,4.6,Windy,High,0,0.0,0.0,Metropolitian,25,5.952987295248933
30.0,4.7,Sunny,Low,0,1.0,0.0,Metropolitian,26,20.831229799341045
31.0,4.5,Sunny,Jam,0,1.0,0.0,Urban,20,9.121796528794311
23.0,4.4,Cloudy,Medium,1,0.0,0.0,Metropolitian,39,13.481328211108044
29.0,4.6,Sunny,Medium,1,1.0,0.0,Urban,14,10.7572047086705
34.0,4.8,Fog,Low,0,1.0,0.0,Urban,26,3.087924681704674
27.0,4.7,Cloudy,Low,0,0.0,0.0,Metropolitian,24,1.5126021292430178
25.0,4.9,Cloudy,Medium,0,1.0,0.0,Metropolitian,29,8.953146585642454
29.0,4.6,Windy,Medium,1,1.0,0.0,Metropolitian,24,13.631282080461874
21.0,4.6,Sandstorms,High,2,1.0,0.0,Metropolitian,23,3.116247995629968
29.0,4.9,Sunny,Medium,1,0.0,0.0,Urban,18,4.657528074267875
36.0,4.4,Stormy,Medium,1,1.0,0.0,Urban,31,7.790125828454116
33.0,4.7,Sandstorms,Jam,1,1.0,0.0,Metropolitian,34,7.763196932715946
25.0,4.9,Stormy,Jam,1,1.0,0.0,Metropolitian,28,19.88336063154585
32.0,4.2,Stormy,Jam,2,0.0,0.0,Metropolitian,42,16.851371030914212
31.0,4.6,Cloudy,Medium,2,0.0,0.0,,19,9.180904863919633
30.0,4.9,Sunny,Low,1,0.0,0.0,Metropolitian,18,2.979633300639129
22.0,4.8,Stormy,High,2,0.0,0.0,Metropolitian,15,5.958820916622007
30.0,4.3,Stormy,Jam,2,1.0,0.0,Metropolitian,32,4.537516076226438
22.0,4.8,Sandstorms,Medium,2,,0.0,Metropolitian,26,9.348298807291808
21.0,4.6,Windy,Jam,1,1.0,0.0,Metropolitian,29,20.253088868519526
23.0,4.6,Stormy,Jam,1,0.0,0.0,Metropolitian,29,16.659838319169715
28.0,4.6,Sandstorms,High,2,1.0,0.0,Metropolitian,13,3.105363416194922
35.0,4.6,Windy,Low,2,0.0,0.0,Metropolitian,15,20.851598740135785
27.0,4.5,Cloudy,High,0,1.0,0.0,Urban,20,1.509460397835505
29.0,4.8,Sandstorms,Low,0,1.0,0.0,Metropolitian,20,10.865584127340645
39.0,4.8,Cloudy,Jam,0,1.0,0.0,Metropolitian,47,19.61782456145077
21.0,5.0,Stormy,Low,1,1.0,0.0,Metropolitian,15,1.5293087736834534
29.0,4.1,Fog,Medium,1,1.0,0.0,Metropolitian,38,19.916274899797408
20.0,4.6,Windy,Low,2,0.0,0.0,Metropolitian,17,3.052738741797855
23.0,4.5,Fog,Jam,2,1.0,0.0,Urban,30,7.440021530825909
34.0,4.9,Sandstorms,Low,2,1.0,0.0,Metropolitian,24,16.660108123693192
21.0,5.0,Sunny,Medium,0,0.0,0.0,Urban,15,6.232472211118879
37.0,4.7,Sunny,Jam,1,1.0,0.0,Urban,22,4.539068203248639
37.0,4.9,Cloudy,Jam,2,1.0,0.0,Metropolitian,30,4.587980157997101
31.0,4.8,Fog,Low,0,2.0,0.0,Metropolitian,36,19.617581275547632
39.0,4.6,Fog,Medium,1,1.0,0.0,Urban,19,7.772241719523235
39.0,4.5,Fog,Medium,0,1.0,0.0,Metropolitian,46,13.788581570141362
37.0,4.8,Sunny,Low,0,0.0,0.0,Metropolitian,25,7.5628176900723
23.0,4.9,Fog,Medium,0,1.0,0.0,Metropolitian,28,4.560734055769101
20.0,4.8,Cloudy,Low,0,1.0,0.0,Urban,19,1.5322753274864631
28.0,4.8,Sandstorms,Low,2,,0.0,Metropolitian,15,1.5367917694809952
20.0,4.9,Stormy,Medium,0,0.0,0.0,Metropolitian,14,4.65713301884333
30.0,3.6,Stormy,Jam,2,1.0,0.0,Metropolitian,43,12.09869993627986
30.0,4.9,Fog,Jam,2,1.0,1.0,Metropolitian,45,13.216474838927937
22.0,4.9,Sandstorms,Low,0,0.0,0.0,Urban,19,20.069389638817523
30.0,5.0,Cloudy,Low,1,1.0,0.0,Metropolitian,19,4.528570754218756
38.0,4.7,Windy,Low,0,1.0,0.0,,28,10.602507301514994
26.0,4.4,Fog,Jam,2,1.0,0.0,Metropolitian,36,19.88498909391697
25.0,4.6,Sandstorms,Medium,0,0.0,0.0,,23,19.688394563498186
37.0,3.9,Sandstorms,Jam,2,1.0,1.0,Metropolitian,43,16.636808584025772
35.0,4.6,Windy,Low,2,0.0,0.0,Metropolitian,27,1.4898423067405666
38.0,4.0,Fog,Medium,1,1.0,0.0,Metropolitian,32,19.36338289365832
30.0,4.6,Sunny,Low,0,1.0,0.0,Urban,28,9.313300003113902
38.0,4.5,Cloudy,Low,0,1.0,0.0,Metropolitian,28,9.180904863919633
33.0,4.4,Cloudy,Jam,2,2.0,0.0,Metropolitian,42,12.435540495461442
31.0,4.2,Windy,High,0,2.0,1.0,Metropolitian,43,6.209485214483087
33.0,4.7,Cloudy,Jam,1,0.0,1.0,Metropolitian,38,13.989146264477116
39.0,4.7,Sunny,Medium,2,1.0,0.0,Metropolitian,21,5.8604207331306855
27.0,4.8,Sunny,Jam,1,1.0,0.0,Urban,20,17.076514098174254
31.0,4.5,Windy,Medium,2,1.0,0.0,Metropolitian,28,6.037557938329101
22.0,4.6,Stormy,Low,1,1.0,0.0,Metropolitian,19,1.514792735566484
36.0,4.6,Stormy,Low,1,1.0,0.0,Metropolitian,25,1.5323596444882273
31.0,4.5,Stormy,High,2,0.0,0.0,Metropolitian,25,6.210416158377501
34.0,4.7,Sandstorms,Low,2,0.0,0.0,Metropolitian,23,7.646049300624548
26.0,4.6,Windy,Jam,2,0.0,0.0,Metropolitian,18,10.906042243292651
35.0,4.8,Stormy,Low,0,1.0,0.0,Metropolitian,28,20.18081128090421
26.0,4.8,Stormy,Low,1,1.0,0.0,Urban,15,13.990536544120216
24.0,5.0,Stormy,Jam,2,0.0,0.0,Urban,11,7.646982582847269
33.0,4.8,Sandstorms,Low,0,1.0,0.0,Metropolitian,26,11.916606438888204
28.0,4.7,Sunny,Jam,0,0.0,0.0,Metropolitian,15,10.865409153294229
23.0,5.0,Stormy,Medium,2,1.0,0.0,Metropolitian,26,17.076725433736602
33.0,4.7,Sunny,Low,2,1.0,0.0,Metropolitian,11,1.55813398149798
22.0,4.7,Sunny,Low,0,0.0,0.0,Urban,11,1.5526813140972442
22.0,4.8,Stormy,Jam,2,1.0,0.0,Urban,26,17.072871906399556
25.0,4.9,Sandstorms,Low,1,0.0,0.0,Metropolitian,14,10.569597346528385
22.0,4.6,Cloudy,Jam,1,2.0,0.0,Metropolitian,34,4.587794632025183
21.0,4.9,Fog,Jam,0,1.0,0.0,Metropolitian,26,7.56206997216248
21.0,3.4,Sunny,Low,1,2.0,0.0,Metropolitian,42,17.076490143794658
20.0,4.7,Windy,Jam,1,1.0,0.0,Metropolitian,18,20.18081128090421
36.0,4.6,Sunny,Jam,0,0.0,0.0,Metropolitian,27,16.721976048741215
25.0,4.5,Cloudy,Low,0,1.0,0.0,Metropolitian,23,13.972194586930332
24.0,4.0,Sandstorms,Low,0,0.0,0.0,Metropolitian,21,3.104686366912265
35.0,5.0,Cloudy,Low,2,1.0,0.0,Metropolitian,17,1.5545625412407005
33.0,4.8,Stormy,Low,2,0.0,0.0,Urban,23,13.988777563349286
26.0,4.9,Windy,Medium,1,1.0,0.0,Metropolitian,23,4.674644234401863
29.0,4.4,Sunny,High,0,2.0,0.0,Metropolitian,43,6.081204324626466
22.0,5.0,Fog,Low,1,0.0,0.0,,10,3.064508186852737
35.0,4.7,Cloudy,Medium,0,1.0,0.0,Urban,26,9.326940869812145
36.0,4.9,Stormy,Medium,2,1.0,0.0,Metropolitian,30,8.98798835856753
28.0,4.7,Stormy,High,2,0.0,0.0,Metropolitian,12,1.536842088254878
30.0,4.9,Cloudy,Low,0,1.0,0.0,Metropolitian,35,14.022268860182423
35.0,4.2,Windy,Jam,2,1.0,0.0,Metropolitian,33,16.600272418856072
30.0,4.7,Sunny,High,0,0.0,0.0,Metropolitian,20,3.0644638558352577
33.0,4.7,Cloudy,High,0,1.0,0.0,Metropolitian,31,1.514805885929248
36.0,4.9,Cloudy,Jam,0,1.0,0.0,Urban,34,4.67431885403065
24.0,4.7,Fog,Jam,0,1.0,0.0,Metropolitian,41,10.757554773158072
27.0,4.1,Sandstorms,Low,0,1.0,0.0,Metropolitian,27,3.0201605229873048
32.0,4.9,Sunny,Medium,0,1.0,0.0,Metropolitian,34,17.07644834661623
20.0,4.8,Stormy,Low,2,0.0,0.0,Metropolitian,14,4.657672650623545
31.0,4.9,Fog,Low,2,1.0,0.0,Metropolitian,17,1.4651897895461057
29.0,4.2,Sandstorms,Low,0,1.0,0.0,Metropolitian,15,1.5202946823347985
36.0,4.9,Sandstorms,Low,1,0.0,0.0,Metropolitian,23,10.881431823102778
38.0,4.4,Windy,Medium,0,3.0,0.0,Metropolitian,48,10.642292301678436
33.0,4.9,Sunny,Jam,2,0.0,0.0,Metropolitian,22,7.573225613488764
22.0,4.9,Sunny,Medium,0,0.0,0.0,Metropolitian,19,6.232472211118879
32.0,4.5,Fog,Low,1,1.0,0.0,Metropolitian,32,13.970572124439776
29.0,5.0,Sunny,Medium,2,1.0,0.0,Metropolitian,18,19.617581275547632
35.0,4.8,Sunny,Low,2,1.0,0.0,Urban,20,10.58713106938149
39.0,4.2,Cloudy,Jam,2,0.0,1.0,Urban,49,13.73594217639692
26.0,5.0,Cloudy,Medium,1,1.0,0.0,Metropolitian,17,7.660205777239119
30.0,4.0,Stormy,Jam,0,3.0,0.0,Metropolitian,49,20.851862908260973
26.0,4.6,Windy,Jam,1,0.0,0.0,Urban,13,7.762944133594541
